Date,portfolio_returns
2015-01-02,-0.0011971284376364
2015-01-05,-0.0169264127987112
2015-01-06,-0.010760390220961
2015-01-07,0.0117064585837202
2015-01-08,0.017693909357957
2015-01-09,-0.0083881295439269
2015-01-12,-0.0073398197879458
2015-01-13,-0.0016996507424303
2015-01-14,-0.000378920385163
2015-01-15,0.0018596958942313
2015-01-16,0.0081312676361418
2015-01-20,-0.0047608790113674
2015-01-21,0.0043478711968079
2015-01-22,0.0109411349570049
2015-01-23,-0.0051865374434736
2015-01-26,0.0020512138894286
2015-01-27,-0.0040659542636042
2015-01-28,-0.0091465571783699
2015-01-29,0.0039437486323309
2015-01-30,-0.0140550992579415
2015-02-02,0.010829012572555
2015-02-03,0.0088153625877918
2015-02-04,-0.0058872676252255
2015-02-05,0.0107846850205921
2015-02-06,-0.0136630622532314
2015-02-09,-0.0030692359814308
2015-02-10,0.0071598547391944
2015-02-11,-0.0020210373990247
2015-02-12,0.0037318956584596
2015-02-13,0.000338384349956
2015-02-17,-0.0006579097372514
2015-02-18,0.0035480141724788
2015-02-19,-0.0078378670916145
2015-02-20,0.0062807772537067
2015-02-23,0.0025461188806574
2015-02-24,-0.0013473126886419
2015-02-25,-0.0010503481317392
2015-02-26,-0.003360098198735
2015-02-27,0.0029025094347178
2015-03-02,-0.0011222027265002
2015-03-03,-0.0013169678927132
2015-03-04,-0.0065672913508054
2015-03-05,0.0024429571968742
2015-03-06,-0.0188153104719139
2015-03-09,0.0055603471188678
2015-03-10,-0.0086071927086439
2015-03-11,-0.002441304397074
2015-03-12,0.0113276364326086
2015-03-13,-0.0064893399012263
2015-03-16,0.0106617223716949
2015-03-17,-0.0032154308595415
2015-03-18,0.0150367431344077
2015-03-19,-0.0071142206380331
2015-03-20,0.0126107943153226
2015-03-23,0.0030962979776016
2015-03-24,-0.0070483808271897
2015-03-25,-0.0081000876117149
2015-03-26,-0.004655365154998
2015-03-27,0.0004399169709524
2015-03-30,0.0112821277656252
2015-03-31,-0.0038786558788965
2015-04-01,-0.0006065098667261
2015-04-02,0.0041937379123513
2015-04-06,0.0090508011984888
2015-04-07,-0.0057809209297592
2015-04-08,0.0002758181784821
2015-04-09,-0.0027157292054227
2015-04-10,0.0019554973549656
2015-04-13,-0.007713965711151
2015-04-14,0.0040315037764063
2015-04-15,0.0087016267799078
2015-04-16,-0.0017461654871957
2015-04-17,-0.0119444807699868
2015-04-20,0.0074985215550882
2015-04-21,-0.0032544698068701
2015-04-22,0.003986258984197
2015-04-23,0.0044350293185231
2015-04-24,-0.0010003445406245
2015-04-27,-0.0038786012817382
2015-04-28,0.0026955210813153
2015-04-29,-0.0042976058405628
2015-04-30,-0.0079694885782535
2015-05-01,0.0092766089144035
2015-05-04,0.0029828054477804
2015-05-05,-0.0109333644353506
2015-05-06,-0.002952462953565
2015-05-07,0.0025445852701203
2015-05-08,0.0107006562058528
2015-05-11,-0.0027924510519346
2015-05-12,-0.003641478531011
2015-05-13,0.0008124353027157
2015-05-14,0.0083588650817136
2015-05-15,0.001428006091487
2015-05-18,0.0031622127235819
2015-05-19,-0.004529764308827
2015-05-20,0.0003094493118175
2015-05-21,0.0021583328499259
2015-05-22,-0.0014099366073463
2015-05-26,-0.0136865596272509
2015-05-27,0.0079347318477107
2015-05-28,-0.0012482026939956
2015-05-29,-0.0062063354021556
2015-06-01,0.0008945392616986
2015-06-02,0.0025737080867787
2015-06-03,0.0002824585907848
2015-06-04,-0.0081724179579356
2015-06-05,0.0008253194186804
2015-06-08,-0.0073534430295054
2015-06-09,-0.0008482145108984
2015-06-10,0.011135987816102
2015-06-11,0.0027164792897262
2015-06-12,-0.0057092763079799
2015-06-15,-0.0056766550725386
2015-06-16,0.0048137930011273
2015-06-17,0.0024829776887475
2015-06-18,0.0081533909263816
2015-06-19,-0.0040224284762591
2015-06-22,0.0042408510109127
2015-06-23,0.0006834061366566
2015-06-24,-0.0078998188058805
2015-06-25,-0.0046608437221858
2015-06-26,0.0009745774239753
2015-06-29,-0.022144109089852
2015-06-30,0.0018295141045925
2015-07-01,0.0040803282672718
